Figure,id,x,y,group,col,pch,y_variable,x_variable
108_Buttgeretal_HelgolandMarineResearch_2008_Fig2A.jpg,Blue Mussel,1984,1216.374269,1,red,19,Density (g AFDW/M^2),year
108_Buttgeretal_HelgolandMarineResearch_2008_Fig2A.jpg,Blue Mussel,1990,1397.660819,1,red,19,Density (g AFDW/M^2),year
108_Buttgeretal_HelgolandMarineResearch_2008_Fig2A.jpg,Blue Mussel,1991,1695.906433,1,red,19,Density (g AFDW/M^2),year
108_Buttgeretal_HelgolandMarineResearch_2008_Fig2A.jpg,Blue Mussel,1992,1842.105263,1,red,19,Density (g AFDW/M^2),year
108_Buttgeretal_HelgolandMarineResearch_2008_Fig2A.jpg,Blue Mussel,1993,912.2807018,1,red,19,Density (g AFDW/M^2),year
108_Buttgeretal_HelgolandMarineResearch_2008_Fig2A.jpg,Blue Mussel,1997,900.5847953,1,red,19,Density (g AFDW/M^2),year
108_Buttgeretal_HelgolandMarineResearch_2008_Fig2A.jpg,Blue Mussel,1999,555.5555556,1,red,19,Density (g AFDW/M^2),year
108_Buttgeretal_HelgolandMarineResearch_2008_Fig2A.jpg,Blue Mussel,2000,263.1578947,1,red,19,Density (g AFDW/M^2),year
108_Buttgeretal_HelgolandMarineResearch_2008_Fig2A.jpg,Blue Mussel,2001,298.245614,1,red,19,Density (g AFDW/M^2),year
108_Buttgeretal_HelgolandMarineResearch_2008_Fig2A.jpg,Blue Mussel,2002,426.9005848,1,red,19,Density (g AFDW/M^2),year
108_Buttgeretal_HelgolandMarineResearch_2008_Fig2A.jpg,Blue Mussel,2003,467.8362573,1,red,19,Density (g AFDW/M^2),year
108_Buttgeretal_HelgolandMarineResearch_2008_Fig2A.jpg,Blue Mussel,2004,421.0526316,1,red,19,Density (g AFDW/M^2),year
108_Buttgeretal_HelgolandMarineResearch_2008_Fig2A.jpg,Blue Mussel,2005,356.7251462,1,red,19,Density (g AFDW/M^2),year
108_Buttgeretal_HelgolandMarineResearch_2008_Fig2A.jpg,Pacific Oyster,2003,64.32748538,2,green,19,Density (g AFDW/M^2),year
108_Buttgeretal_HelgolandMarineResearch_2008_Fig2A.jpg,Pacific Oyster,2004,181.2865497,2,green,19,Density (g AFDW/M^2),year
108_Buttgeretal_HelgolandMarineResearch_2008_Fig2A.jpg,Pacific Oyster,2005,222.2222222,2,green,19,Density (g AFDW/M^2),year
109_Buttgeretal_HelgolandMarineResearch_2008_Fig2B.jpg,Blue Mussel,1984,1380.191693,1,red,19,Density (n/m2),year
109_Buttgeretal_HelgolandMarineResearch_2008_Fig2B.jpg,Blue Mussel,1990,3220.447284,1,red,19,Density (n/m2),year
109_Buttgeretal_HelgolandMarineResearch_2008_Fig2B.jpg,Blue Mussel,1991,2019.169329,1,red,19,Density (n/m2),year
109_Buttgeretal_HelgolandMarineResearch_2008_Fig2B.jpg,Blue Mussel,1993,2760.383387,1,red,19,Density (n/m2),year
109_Buttgeretal_HelgolandMarineResearch_2008_Fig2B.jpg,Blue Mussel,1997,6287.539936,1,red,19,Density (n/m2),year
109_Buttgeretal_HelgolandMarineResearch_2008_Fig2B.jpg,Blue Mussel,1998,2351.4377,1,red,19,Density (n/m2),year
109_Buttgeretal_HelgolandMarineResearch_2008_Fig2B.jpg,Blue Mussel,1999,1431.309904,1,red,19,Density (n/m2),year
109_Buttgeretal_HelgolandMarineResearch_2008_Fig2B.jpg,Blue Mussel,2000,1124.600639,1,red,19,Density (n/m2),year
109_Buttgeretal_HelgolandMarineResearch_2008_Fig2B.jpg,Blue Mussel,2001,1124.600639,1,red,19,Density (n/m2),year
109_Buttgeretal_HelgolandMarineResearch_2008_Fig2B.jpg,Blue Mussel,2002,1533.546326,1,red,19,Density (n/m2),year
109_Buttgeretal_HelgolandMarineResearch_2008_Fig2B.jpg,Blue Mussel,2003,1610.223642,1,red,19,Density (n/m2),year
109_Buttgeretal_HelgolandMarineResearch_2008_Fig2B.jpg,Pacific Oyster,2003,306.7092652,2,green,19,Density (n/m2),year
109_Buttgeretal_HelgolandMarineResearch_2008_Fig2B.jpg,Blue Mussel,2004,1124.600639,1,red,19,Density (n/m2),year
109_Buttgeretal_HelgolandMarineResearch_2008_Fig2B.jpg,Blue Mussel,2005,1303.514377,1,red,19,Density (n/m2),year
109_Buttgeretal_HelgolandMarineResearch_2008_Fig2B.jpg,Pacific Oyster,2004,511.1821086,2,green,19,Density (n/m2),year
109_Buttgeretal_HelgolandMarineResearch_2008_Fig2B.jpg,Pacific Oyster,2005,460.0638978,2,green,19,Density (n/m2),year
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,,2000,2.258064516,1,red,19,Density (n/m2),year
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,,2000.916667,0.080645161,1,red,19,Density (n/m2),year
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,,2000.083333,5.322580645,1,red,19,Density (n/m2),year
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,,2000.166667,6.048387097,1,red,19,Density (n/m2),year
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,,2000.25,6.370967742,1,red,19,Density (n/m2),year
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,,2000.333333,5.725806452,1,red,19,Density (n/m2),year
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,,2000.416667,1.78E-15,1,red,19,Density (n/m2),year
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,,2001.916667,1.78E-15,1,red,19,Density (n/m2),year
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,,2001,3.225806452,1,red,19,Density (n/m2),year
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,,2001.083333,18.30645161,1,red,19,Density (n/m2),year
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,,2001.166667,11.61290323,1,red,19,Density (n/m2),year
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,,2001.25,7.016129032,1,red,19,Density (n/m2),year
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,,2001.333333,6.129032258,1,red,19,Density (n/m2),year
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,,2001.416667,1.129032258,1,red,19,Density (n/m2),year
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,,2006.083333,0.564516129,1,red,19,Density (n/m2),year
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,,2006.166667,1.78E-15,1,red,19,Density (n/m2),year
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,,2006.25,1.290322581,1,red,19,Density (n/m2),year
114_Cecereetal_BotanicaMarina_2016_Fig2.jpg,,2006.333333,0.322580645,1,red,19,Density (n/m2),year
117_Creed&Sheldon_EcologicalApplications_1995_Fig1A.jpg,,1990.5,25.6,1,red,19,Density (g/m2),year
117_Creed&Sheldon_EcologicalApplications_1995_Fig1A.jpg,,1990.583333,58,1,red,19,Density (g/m2),year
117_Creed&Sheldon_EcologicalApplications_1995_Fig1A.jpg,,1991.416667,17.6,1,red,19,Density (g/m2),year
117_Creed&Sheldon_EcologicalApplications_1995_Fig1A.jpg,,1991.5,50,1,red,19,Density (g/m2),year
117_Creed&Sheldon_EcologicalApplications_1995_Fig1A.jpg,,1991.583333,44,1,red,19,Density (g/m2),year
117_Creed&Sheldon_EcologicalApplications_1995_Fig1A.jpg,,1992.416667,5.2,1,red,19,Density (g/m2),year
117_Creed&Sheldon_EcologicalApplications_1995_Fig1A.jpg,,1992.5,7.2,1,red,19,Density (g/m2),year
117_Creed&Sheldon_EcologicalApplications_1995_Fig1A.jpg,,1992.583333,11.6,1,red,19,Density (g/m2),year
118_Creed&Sheldon_EcologicalApplications_1995_Fig2A.jpg,,1990.5,34.21052632,1,red,19,Density (g/m2),year
118_Creed&Sheldon_EcologicalApplications_1995_Fig2A.jpg,,1990.583333,63.53383459,1,red,19,Density (g/m2),year
118_Creed&Sheldon_EcologicalApplications_1995_Fig2A.jpg,,1991.416667,34.58646617,1,red,19,Density (g/m2),year
118_Creed&Sheldon_EcologicalApplications_1995_Fig2A.jpg,,1991.583333,57.14285714,1,red,19,Density (g/m2),year
118_Creed&Sheldon_EcologicalApplications_1995_Fig2A.jpg,,1991.666667,42.48120301,1,red,19,Density (g/m2),year
118_Creed&Sheldon_EcologicalApplications_1995_Fig2A.jpg,,1992.416667,2.631578947,1,red,19,Density (g/m2),year
118_Creed&Sheldon_EcologicalApplications_1995_Fig2A.jpg,,1992.5,2.255639098,1,red,19,Density (g/m2),year
118_Creed&Sheldon_EcologicalApplications_1995_Fig2A.jpg,,1992.583333,3.007518797,1,red,19,Density (g/m2),year
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,Port/Saone,1997,519.8067633,1,red,19,Density (n/m2),year
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,Port/Saone,1998,108.2125604,1,red,19,Density (n/m2),year
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,Port/Saone,1999,657.0048309,1,red,19,Density (n/m2),year
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,Port/Saone,2000,697.5845411,1,red,19,Density (n/m2),year
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,Gray,1997,133.3333333,2,green,19,Density (n/m2),year
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,Gray,1998,36.71497585,2,green,19,Density (n/m2),year
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,Gray,1999,164.2512077,2,green,19,Density (n/m2),year
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,Pontailler,1997,110.1449275,3,purple,19,Density (n/m2),year
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,Pontailler,1998,59.90338164,3,purple,19,Density (n/m2),year
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,Pontailler,1999,156.5217391,3,purple,19,Density (n/m2),year
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,Alleriot,1997,90.82125604,4,red,17,Density (n/m2),year
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,Alleriot,1998,166.1835749,4,red,17,Density (n/m2),year
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,Alleriot,1999,202.8985507,4,red,17,Density (n/m2),year
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,Alleriot,2000,133.3333333,4,red,17,Density (n/m2),year
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,Ouroux,1997,353.6231884,5,green,17,Density (n/m2),year
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,Ouroux,1998,716.9082126,5,green,17,Density (n/m2),year
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,Ouroux,1999,394.2028986,5,green,17,Density (n/m2),year
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,Ouroux,2000,245.410628,5,green,17,Density (n/m2),year
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,Lyon,1997,206.763285,6,purple,17,Density (n/m2),year
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,Lyon,1998,131.4009662,6,purple,17,Density (n/m2),year
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,Lyon,1999,152.6570048,6,purple,17,Density (n/m2),year
143_Mouthon_AnnLimnol-IntJlim_2003_Fig3.jpg,Lyon,2000,129.468599,6,purple,17,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,Creys-Malville,1997,1309.148265,1,red,19,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,Creys-Malville,1998,417.9810726,1,red,19,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,Creys-Malville,1999,528.3911672,1,red,19,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,Creys-Malville,2000,1687.697161,1,red,19,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,Pont-de-Jons,1997,670.3470032,2,green,19,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,Pont-de-Jons,1998,425.8675079,2,green,19,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,Pont-de-Jons,1999,1482.649842,2,green,19,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,Pont-de-Jons,2000,307.5709779,2,green,19,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,Lyon-Rhone,1997,260.2523659,3,purple,19,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,Lyon-Rhone,1998,134.0694006,3,purple,19,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,Lyon-Rhone,1999,1971.608833,3,purple,19,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,Lyon-Rhone,2000,2200.315457,3,purple,19,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,Vernaison,1997,63.09148265,4,red,17,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,Vernaison,1998,15.77287066,4,red,17,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,Vernaison,1999,86.75078864,4,red,17,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,St. Alban,1997,559.9369085,5,green,17,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,St. Alban,1998,315.4574132,5,green,17,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,St. Alban,1999,86.75078864,5,green,17,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,St. Alban,2000,347.0031546,5,green,17,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,Tournon,1997,126.1829653,6,purple,17,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,Tournon,1998,39.43217666,6,purple,17,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,Tournon,1999,86.75078864,6,purple,17,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,Donzere,1997,315.4574132,7,red,15,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,Donzere,1998,86.75078864,7,red,15,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,Donzere,1999,307.5709779,7,red,15,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,Donzere,2000,268.1388013,7,red,15,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,Aramon,1997,244.4794953,8,green,15,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,Aramon,1998,102.5236593,8,green,15,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,Aramon,1999,449.5268139,8,green,15,Density (n/m2),year
144_Mouthon_AnnLimnol-IntJlim_2003_Fig4.jpg,Aramon,2000,173.5015773,8,green,15,Density (n/m2),year
Newman&Biesboer_JAquaticPlantManagement_2000_Fig1.jpg,,1996.5,124.9249249,1,red,19,Density (g dm/m2),year
Newman&Biesboer_JAquaticPlantManagement_2000_Fig1.jpg,,1996.666667,21.62162162,1,red,19,Density (g dm/m2),year
Newman&Biesboer_JAquaticPlantManagement_2000_Fig1.jpg,,1997.5,1.201201201,1,red,19,Density (g dm/m2),year
Newman&Biesboer_JAquaticPlantManagement_2000_Fig1.jpg,,1997.666667,4.804804805,1,red,19,Density (g dm/m2),year
Newman&Biesboer_JAquaticPlantManagement_2000_Fig1.jpg,,1998.416667,44.44444444,1,red,19,Density (g dm/m2),year
Newman&Biesboer_JAquaticPlantManagement_2000_Fig1.jpg,,1998.5,43.24324324,1,red,19,Density (g dm/m2),year
Newman&Biesboer_JAquaticPlantManagement_2000_Fig1.jpg,,1998.666667,8.408408408,1,red,19,Density (g dm/m2),year
